tile_id	scores	norm_score
Bend5_chr4_8201__fullTreeAnc185	209.65678	0.8415387
Bend5_chr4_8201__fullTreeAnc186	220.2334	0.8839921
Bend5_chr4_8201__fullTreeAnc183	207.09772	0.83126694
Bend5_chr4_8201__fullTreeAnc187	228.44206	0.9169407
Bend5_chr4_8201__fullTreeAnc188	244.51079	0.98143876
Bend5_chr4_8201__fullTreeAnc189	220.2334	0.8839921
Bend5_chr4_8201__fullTreeAnc191	232.80344	0.93444675
Bend5_chr4_8201__fullTreeAnc190	236.29759	0.9484719
Bend5_chr4_8201__fullTreeAnc193	255.18942	1.0243016
Bend5_chr4_8201__fullTreeAnc194	255.18942	1.0243016
Bend5_chr4_8201__fullTreeAnc2	192.26399	0.771726
Bend5_chr4_8201__fullTreeAnc226	232.0634	0.93147635
Bend5_chr4_8201__fullTreeAnc227	229.92365	0.9228876
Bend5_chr4_8201__fullTreeAnc228	212.97575	0.8548607
Bend5_chr4_8201__fullTreeAnc230	203.43396	0.816561
Bend5_chr4_8201__fullTreeAnc229	208.45654	0.83672106
Bend5_chr4_8201__fullTreeAnc231	202.12918	0.81132376
Bend5_chr4_8201__fullTreeAnc232	198.34543	0.7961362
Bend5_chr4_8201__fullTreeAnc233	197.40541	0.7923631
Bend5_chr4_8201__fullTreeAnc234	222.62073	0.89357454
Bend5_chr4_8201__fullTreeAnc235	223.73572	0.89804995
Bend5_chr4_8201__fullTreeAnc236	223.73572	0.89804995
Bend5_chr4_8201__fullTreeAnc238	290.64258	1.1666065
Bend5_chr4_8201__fullTreeAnc237	229.8003	0.9223925
Bend5_chr4_8201__fullTreeAnc239	205.13033	0.82337004
Bend5_chr4_8201__fullTreeAnc3	209.46771	0.84077984
Bend5_chr4_8201__fullTreeAnc33	179.5115	0.720539
Bend5_chr4_8201__fullTreeAnc34	169.25064	0.679353
Bend5_chr4_8201__fullTreeAnc35	4715.8154	18.928753
Bend5_chr4_8201__fullTreeAnc36	4462.466	17.911835
Bend5_chr4_8201__fullTreeAnc37	3690.5293	14.813369
Bend5_chr4_8201__fullTreeAnc4	179.72281	0.72138715
Bend5_chr4_8201__fullTreeAnc39	545.4226	2.189265
Bend5_chr4_8201__fullTreeAnc38	728.94	2.925883
Bend5_chr4_8201__fullTreeAnc40	553.9515	2.2234988
Bend5_chr4_8201__fullTreeAnc41	755.9638	3.0343535
Bend5_chr4_8201__fullTreeAnc42	2513.409	10.08854
Bend5_chr4_8201__fullTreeAnc43	364.06522	1.4613168
Bend5_chr4_8201__fullTreeAnc47	326.50522	1.3105552
Bend5_chr4_8201__fullTreeAnc49	316.3367	1.2697399
Bend5_chr4_8201__fullTreeAnc44	212.4539	0.85276604
Bend5_chr4_8201__fullTreeAnc46	1029.965	4.1341634
Bend5_chr4_8201__fullTreeAnc45	230.68872	0.9259586
Bend5_chr4_8201__fullTreeAnc48	358.65518	1.4396015
Bend5_chr4_8201__fullTreeAnc5	196.38692	0.78827494
Bend5_chr4_8201__fullTreeAnc50	451.56696	1.8125389
Bend5_chr4_8201__fullTreeAnc51	291.34198	1.1694139
Bend5_chr4_8201__fullTreeAnc55	173.32591	0.6957107
Bend5_chr4_8201__fullTreeAnc56	240.983	0.96727866
Bend5_chr4_8201__fullTreeAnc52	294.04834	1.1802769
Bend5_chr4_8201__fullTreeAnc57	212.47386	0.85284615
Bend5_chr4_8201__fullTreeAnc58	191.91182	0.7703124
Bend5_chr4_8201__fullTreeAnc59	174.80685	0.70165503
Bend5_chr4_8201__fullTreeAnc6	212.57823	0.8532651
Bend5_chr4_8201__fullTreeAnc60	210.28798	0.8440723
Bend5_chr4_8201__fullTreeAnc65	221.52574	0.8891794
Bend5_chr4_8201__fullTreeAnc61	194.01224	0.77874327
Bend5_chr4_8201__fullTreeAnc62	235.29893	0.94446343
Bend5_chr4_8201__fullTreeAnc64	198.33241	0.796084
Bend5_chr4_8201__fullTreeAnc63	190.33092	0.76396686
Bend5_chr4_8201__fullTreeAnc66	177.62543	0.71296847
Bend5_chr4_8201__fullTreeAnc67	169.25064	0.679353
Bend5_chr4_8201__fullTreeAnc68	169.25064	0.679353
Bend5_chr4_8201__fullTreeAnc69	176.5016	0.7084575
Bend5_chr4_8201__fullTreeAnc72	206.1823	0.82759255
Bend5_chr4_8201__fullTreeAnc7	206.52289	0.82895964
Bend5_chr4_8201__fullTreeAnc70	190.96161	0.7664984
Bend5_chr4_8201__fullTreeAnc73	218.58737	0.8773851
Bend5_chr4_8201__fullTreeAnc74	218.58737	0.8773851
Bend5_chr4_8201__fullTreeAnc75	266.7298	1.0706234
Bend5_chr4_8201__fullTreeAnc76	234.11339	0.9397048
Bend5_chr4_8201__fullTreeAnc9	258.35968	1.0370266
Bend5_chr4_8201__fullTreeAnc77	233.00963	0.9352744
Bend5_chr4_8201__fullTreeAnc78	250.58789	1.0058316
Bend5_chr4_8201__fullTreeAnc8	206.52289	0.82895964
Bend5_chr4_8201__fullTreeAnc79	223.30118	0.8963058
Bend5_chr4_8201__Galeopterus_variegatus	199.08046	0.7990866
Bend5_chr4_8201__Giraffa_tippelskirchi	214.103	0.8593853
Bend5_chr4_8201__Glis_glis	212.96921	0.85483444
Bend5_chr4_8201__Hemitragus_hylocrius	198.13197	0.79527944
Bend5_chr4_8201__Ictidomys_tridecemlineatus	210.69385	0.8457014
Bend5_chr4_8201__Hystrix_cristata	216.60556	0.8694303
Bend5_chr4_8201__Graphiurus_murinus	204.1244	0.81933236
Bend5_chr4_8201__Heterohyrax_brucei	211.80017	0.85014206
Bend5_chr4_8201__Hippopotamus_amphibius	207.32214	0.83216774
Bend5_chr4_8201__Inia_geoffrensis	251.37744	1.0090008
Bend5_chr4_8201__Kogia_breviceps	240.69821	0.9661355
Bend5_chr4_8201__Lasiurus_borealis	311.49203	1.250294
Bend5_chr4_8201__Lepus_americanus	195.53317	0.78484815
Bend5_chr4_8201__Lipotes_vexillifer	368.02682	1.4772183
Bend5_chr4_8201__Macroglossus_sobrinus	326.16162	1.309176
Bend5_chr4_8201__Loxodonta_africana	208.54692	0.8370839
Bend5_chr4_8201__Lemur_catta	242.78966	0.97453034
Bend5_chr4_8201__Marmota_marmota	210.28798	0.8440723
Bend5_chr4_8201__Meriones_unguiculatus	860.3432	3.4533207
Bend5_chr4_8201__Mesoplodon_bidens	218.07506	0.8753287
Bend5_chr4_8201__Microgale_talazaci	213.86389	0.85842556
Bend5_chr4_8201__Micronycteris_hirsuta	196.71333	0.7895852
Bend5_chr4_8201__Microtus_ochrogaster	200.88414	0.8063263
Bend5_chr4_8201__Mesocricetus_auratus	2211.3743	8.876207
Bend5_chr4_8201__Microcebus_murinus	209.49762	0.8408999
Bend5_chr4_8201__Mirza_coquereli	213.9772	0.8588804
Bend5_chr4_8201__Monodon_monoceros	318.93198	1.2801571
Bend5_chr4_8201__Mormoops_blainvillei	252.97943	1.0154309
Bend5_chr4_8201__Mus_caroli	2045.0297	8.208519
Bend5_chr4_8201__Muscardinus_avellanarius	363.76157	1.4600979
Bend5_chr4_8201__Mus_pahari	2781.1052	11.163043
Bend5_chr4_8201__Moschus_moschiferus	218.81616	0.8783034
Bend5_chr4_8201__Mus_musculus	4715.8154	18.928753
Bend5_chr4_8201__Mus_spretus	3156.1975	12.668621
Bend5_chr4_8201__Murina_feae	214.97653	0.8628916
Bend5_chr4_8201__Myotis_brandtii	226.73152	0.9100748
Bend5_chr4_8201__Myotis_davidii	225.18658	0.9038736
Bend5_chr4_8201__Myotis_myotis	217.79858	0.874219
Bend5_chr4_8201__Myotis_lucifugus	230.23674	0.9241443
Bend5_chr4_8201__Neophocaena_asiaeorientalis	212.02835	0.85105795
Bend5_chr4_8201__Ochotona_princeps	178.65886	0.71711653
Bend5_chr4_8201__Myrmecophaga_tridactyla	187.12662	0.7511052
Bend5_chr4_8201__Nycticebus_coucang	221.69768	0.8898695
Bend5_chr4_8201__Odocoileus_virginianus	234.86801	0.94273376
Bend5_chr4_8201__Okapia_johnstoni	225.3352	0.90447015
Bend5_chr4_8201__Ondatra_zibethicus	1116.3888	4.481059
Bend5_chr4_8201__Otolemur_garnettii	206.48772	0.82881844
Bend5_chr4_8201__Orcinus_orca	244.63339	0.9819309
Bend5_chr4_8201__Oryctolagus_cuniculus	258.51138	1.0376356
Bend5_chr4_8201__Onychomys_torridus	293.0976	1.1764607
Bend5_chr4_8201__Orycteropus_afer	240.33138	0.9646631
Bend5_chr4_8201__Ovis_aries	198.5114	0.7968024
Bend5_chr4_8201__Ovis_canadensis	198.5114	0.7968024
Bend5_chr4_8201__Pantholops_hodgsonii	214.99625	0.8629707
Bend5_chr4_8201__Peromyscus_maniculatus	448.3853	1.7997682
Bend5_chr4_8201__Perognathus_longimembris	243.37599	0.9768838
Bend5_chr4_8201__Pipistrellus_pipistrellus	414.87305	1.6652536
Bend5_chr4_8201__Platanista_gangetica	247.26555	0.9924961
Bend5_chr4_8201__Phocoena_phocoena	207.1389	0.8314322
Bend5_chr4_8201__Procavia_capensis	225.08406	0.90346205
Bend5_chr4_8201__Psammomys_obesus	962.5681	3.86364
Bend5_chr4_8201__Pteropus_alecto	234.50957	0.941295
Bend5_chr4_8201__Rangifer_tarandus	236.38516	0.94882345
Bend5_chr4_8201__Rattus_norvegicus	1024.3317	4.111552
Bend5_chr4_8201__Pteropus_vampyrus	240.13701	0.9638829
Bend5_chr4_8201__Rhinolophus_sinicus	229.77667	0.9222977
Bend5_chr4_8201__Saiga_tatarica	212.19215	0.8517154
Bend5_chr4_8201__Sigmodon_hispidus	294.60724	1.1825203
Bend5_chr4_8201__Spermophilus_dauricus	203.79477	0.81800926
Bend5_chr4_8201__Tamandua_tetradactyla	210.90222	0.84653777
Bend5_chr4_8201__Tapirus_indicus	217.86804	0.8744978
Bend5_chr4_8201__Tapirus_terrestris	207.54431	0.8330595
Bend5_chr4_8201__Tolypeutes_matacus	218.9751	0.87894136
Bend5_chr4_8201__Tonatia_saurophila	209.18852	0.83965915
Bend5_chr4_8201__Tragulus_javanicus	207.63646	0.8334294
Bend5_chr4_8201__Trichechus_manatus	214.45442	0.8607959
Bend5_chr4_8201__Tupaia_chinensis	179.91026	0.72213954
Bend5_chr4_8201__Vicugna_pacos	202.52638	0.81291807
Bend5_chr4_8201__Ziphius_cavirostris	285.07904	1.1442752
Bend5_chr4_8201__Xerus_inauris	272.61908	1.0942622
Epas1_chr17_10063__Acinonyx_jubatus	8923.892	35.819496
Epas1_chr17_10063__Acomys_cahirinus	651.5384	2.6152017
Epas1_chr17_10063__Ailuropoda_melanoleuca	15056.132	60.433617
Epas1_chr17_10063__Ailurus_fulgens	13876.23	55.697628
Epas1_chr17_10063__Allactaga_bullata	10620.681	42.630215
Epas1_chr17_10063__Ammotragus_lervia	5014.8643	20.1291
Epas1_chr17_10063__Antilocapra_americana	1432.9204	5.751581
Epas1_chr17_10063__Anoura_caudifer	3235.1152	12.985389
Epas1_chr17_10063__Aplodontia_rufa	4440.7256	17.824572
Epas1_chr17_10063__Artibeus_jamaicensis	4758.1104	19.098518
Epas1_chr17_10063__Balaenoptera_acutorostrata	2303.7178	9.246863
Epas1_chr17_10063__Balaenoptera_bonaerensis	2303.7178	9.246863
Epas1_chr17_10063__Beatragus_hunteri	2692.6235	10.807888
Epas1_chr17_10063__Bos_mutus	7780.6387	31.230608
Epas1_chr17_10063__Bos_taurus	7373.5205	29.596481
Epas1_chr17_10063__Bubalus_bubalis	4559.1465	18.2999
Epas1_chr17_10063__Camelus_bactrianus	2813.9644	11.294936
Epas1_chr17_10063__Camelus_ferus	2813.9644	11.294936
Epas1_chr17_10063__Camelus_dromedarius	2316.7693	9.299251
Epas1_chr17_10063__Canis_lupus	14820.06	59.48605
Epas1_chr17_10063__Canis_lupus_familiaris	15248.089	61.204113
Epas1_chr17_10063__Capra_hircus	6200.156	24.886726
Epas1_chr17_10063__Capra_aegagrus	5735.2446	23.020626
Epas1_chr17_10063__Carollia_perspicillata	4988.1304	20.021793
Epas1_chr17_10063__Castor_canadensis	3481.5518	13.974557
Epas1_chr17_10063__Catagonus_wagneri	3905.3193	15.675512
Epas1_chr17_10063__Cavia_porcellus	4955.626	19.891325
Epas1_chr17_10063__Cavia_tschudii	4955.626	19.891325
Epas1_chr17_10063__Ceratotherium_simum	2121.4595	8.5153
Epas1_chr17_10063__Cercocebus_atys	209.90614	0.8425396
Epas1_chr17_10063__Ceratotherium_simum_cottoni	2262.3333	9.080751
Epas1_chr17_10063__Cercopithecus_neglectus	203.52626	0.8169315
Epas1_chr17_10063__Chaetophractus_vellerosus	859.09644	3.4483163
Epas1_chr17_10063__Cheirogaleus_medius	1041.8419	4.181836
Epas1_chr17_10063__Chlorocebus_sabaeus	223.21858	0.8959743
Epas1_chr17_10063__Choloepus_didactylus	190.98056	0.76657444
Epas1_chr17_10063__Choloepus_hoffmanni	230.96028	0.92704856
Epas1_chr17_10063__Chrysochloris_asiatica	261.59308	1.0500052
Epas1_chr17_10063__Chinchilla_lanigera	6511.2173	26.135294
Epas1_chr17_10063__Colobus_angolensis	210.2661	0.8439844
Epas1_chr17_10063__Condylura_cristata	1926.5692	7.7330317
Epas1_chr17_10063__Cricetomys_gambianus	4329.9434	17.379906
Epas1_chr17_10063__Craseonycteris_thonglongyai	708.50397	2.8438551
Epas1_chr17_10063__Cricetulus_griseus	3058.3792	12.27599
Epas1_chr17_10063__Cryptoprocta_ferox	5342.991	21.446165
Epas1_chr17_10063__Ctenomys_sociabilis	1642.4163	6.592474
Epas1_chr17_10063__Cuniculus_paca	4865.953	19.531387
Epas1_chr17_10063__Dasyprocta_punctata	2306.5938	9.258408
Epas1_chr17_10063__Dasypus_novemcinctus	548.87823	2.2031355
Epas1_chr17_10063__Daubentonia_madagascariensis	2925.5632	11.742882
Epas1_chr17_10063__Delphinapterus_leucas	1117.9855	4.487468
Epas1_chr17_10063__Desmodus_rotundus	2385.631	9.575655
Epas1_chr17_10063__Dicerorhinus_sumatrensis	6145.9556	24.669174
Epas1_chr17_10063__Dinomys_branickii	3471.5093	13.934247
Epas1_chr17_10063__Diceros_bicornis	1166.5625	4.6824503
Epas1_chr17_10063__Dipodomys_stephensi	1425.8965	5.7233877
Epas1_chr17_10063__Dipodomys_ordii	1612.536	6.472538
Epas1_chr17_10063__Dolichotis_patagonum	4771.967	19.154137
Epas1_chr17_10063__Ellobius_lutescens	3137.5037	12.593586
Epas1_chr17_10063__Eidolon_helvum	380.14954	1.5258775
Epas1_chr17_10063__Elaphurus_davidianus	718.9346	2.8857224
Epas1_chr17_10063__Enhydra_lutris	12682.191	50.90489
Epas1_chr17_10063__Ellobius_talpinus	2668.087	10.7094
Epas1_chr17_10063__Eptesicus_fuscus	3117.7124	12.514147
Epas1_chr17_10063__Equus_asinus	497.91794	1.9985865
Epas1_chr17_10063__Equus_caballus	453.39148	1.8198624
Epas1_chr17_10063__Eschrichtius_robustus	1789.9976	7.184849
Epas1_chr17_10063__Erythrocebus_patas	223.21858	0.8959743
Epas1_chr17_10063__Equus_przewalskii	499.39996	2.0045352
Epas1_chr17_10063__Eulemur_flavifrons	1047.6837	4.2052846
Epas1_chr17_10063__Eubalaena_japonica	2030.7212	8.151086
Epas1_chr17_10063__Felis_nigripes	9841.543	39.502846
Epas1_chr17_10063__Eulemur_fulvus	1143.724	4.5907793
Epas1_chr17_10063__Felis_catus	8834.6	35.461086
Epas1_chr17_10063__Fukomys_damarensis	1847.0994	7.4140487
Epas1_chr17_10063__fullTreeAnc1	572.9346	2.2996948
Epas1_chr17_10063__fullTreeAnc10	207.68942	0.83364195
Epas1_chr17_10063__fullTreeAnc0	495.2428	1.9878489
Epas1_chr17_10063__fullTreeAnc100	234.7085	0.9420935
Epas1_chr17_10063__fullTreeAnc101	199.49661	0.80075693
Epas1_chr17_10063__fullTreeAnc102	203.53621	0.8169714
Epas1_chr17_10063__fullTreeAnc103	203.96155	0.8186787
Epas1_chr17_10063__fullTreeAnc104	204.04207	0.8190019
Epas1_chr17_10063__fullTreeAnc105	204.04207	0.8190019
Epas1_chr17_10063__fullTreeAnc108	329.5227	1.322667
Epas1_chr17_10063__fullTreeAnc106	203.83357	0.818165
Epas1_chr17_10063__fullTreeAnc107	370.14246	1.4857101
Epas1_chr17_10063__fullTreeAnc109	294.127	1.1805928
Epas1_chr17_10063__fullTreeAnc110point5	351.49893	1.4108771
Epas1_chr17_10063__fullTreeAnc110	1375.0806	5.5194187
Epas1_chr17_10063__fullTreeAnc11	207.68942	0.83364195
Epas1_chr17_10063__fullTreeAnc112	1486.9977	5.9686413
Epas1_chr17_10063__fullTreeAnc114	1486.9977	5.9686413
Epas1_chr17_10063__fullTreeAnc115	1349.6047	5.4171615
Epas1_chr17_10063__fullTreeAnc113	9483.512	38.06575
Epas1_chr17_10063__fullTreeAnc119	4221.7905	16.945791
Epas1_chr17_10063__fullTreeAnc117	4731.861	18.993156
Epas1_chr17_10063__fullTreeAnc116	3908.6917	15.689048
Epas1_chr17_10063__fullTreeAnc118	3942.513	15.824803
Epas1_chr17_10063__fullTreeAnc12	194.9189	0.7823825
Epas1_chr17_10063__fullTreeAnc120	5503.659	22.091068
Epas1_chr17_10063__fullTreeAnc122	1695.9567	6.8073792
Epas1_chr17_10063__fullTreeAnc121	9524.754	38.23129
Epas1_chr17_10063__fullTreeAnc124	392.06888	1.5737203
Epas1_chr17_10063__fullTreeAnc125	1136.1201	4.5602584
Epas1_chr17_10063__fullTreeAnc126	1584.3054	6.3592234
Epas1_chr17_10063__fullTreeAnc127	1404.3538	5.636918
Epas1_chr17_10063__fullTreeAnc128	1805.979	7.2489963
Epas1_chr17_10063__fullTreeAnc129	2120.6492	8.512047
Epas1_chr17_10063__fullTreeAnc13	194.663	0.7813553
Epas1_chr17_10063__fullTreeAnc130	3219.6099	12.923151
Epas1_chr17_10063__fullTreeAnc131	2500.586	10.03707
Epas1_chr17_10063__fullTreeAnc132	3223.2532	12.937776
Epas1_chr17_10063__fullTreeAnc134	1436.293	5.765118
Epas1_chr17_10063__fullTreeAnc133	3240.6035	13.007418
Epas1_chr17_10063__fullTreeAnc135	1645.0195	6.6029234
Epas1_chr17_10063__fullTreeAnc137	2366.4495	9.498662
Epas1_chr17_10063__fullTreeAnc136	3064.9558	12.302387
Epas1_chr17_10063__fullTreeAnc138	2325.9412	9.336066
Epas1_chr17_10063__fullTreeAnc139	2881.269	11.565089
Epas1_chr17_10063__fullTreeAnc140	2545.8367	10.218701
Epas1_chr17_10063__fullTreeAnc141	2796.8887	11.226397
Epas1_chr17_10063__fullTreeAnc142	2001.0778	8.032101
Epas1_chr17_10063__fullTreeAnc14	179.76932	0.72157377
Epas1_chr17_10063__fullTreeAnc143	2001.0778	8.032101
Epas1_chr17_10063__fullTreeAnc144	2401.0857	9.637688
Epas1_chr17_10063__fullTreeAnc145	2643.5298	10.610831
Epas1_chr17_10063__fullTreeAnc146	2695.334	10.818768
Epas1_chr17_10063__fullTreeAnc149	2474.528	9.932477
Epas1_chr17_10063__fullTreeAnc147	3596.9268	14.437659
Epas1_chr17_10063__fullTreeAnc15	5403.4976	21.689032
Epas1_chr17_10063__fullTreeAnc148	3392.4646	13.616971
Epas1_chr17_10063__fullTreeAnc150	2487.4985	9.984539
Epas1_chr17_10063__fullTreeAnc152	2813.9644	11.294936
Epas1_chr17_10063__fullTreeAnc151	2813.9644	11.294936
Epas1_chr17_10063__fullTreeAnc153	2714.5894	10.896056
Epas1_chr17_10063__fullTreeAnc157	722.9676	2.9019105
Epas1_chr17_10063__fullTreeAnc156	2151.7837	8.637017
Epas1_chr17_10063__fullTreeAnc154	2303.7178	9.246863
Epas1_chr17_10063__fullTreeAnc155	1848.4327	7.4194007
